DrugName,DrugID_PubChemCID,DrugID_ChEMBL,DrugID_DrugBank,DrugSMILES,TargetGeneSymbol_Entrez
haloperidol,3559,CHEMBL54,DB00502,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,DRD2
haloperidol,3559,CHEMBL54,DB00502,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,DRD3
haloperidol,3559,CHEMBL54,DB00502,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,DRD4
haloperidol,3559,CHEMBL54,DB00502,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,DRD5
haloperidol,3559,CHEMBL54,DB00502,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,GRIN2B
haloperidol,3559,CHEMBL54,DB00502,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,HRH1
haloperidol,3559,CHEMBL54,DB00502,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,HTR1A
haloperidol,3559,CHEMBL54,DB00502,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,HTR1D
haloperidol,3559,CHEMBL54,DB00502,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,HTR2A
haloperidol,3559,CHEMBL54,DB00502,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,HTR2B
haloperidol,3559,CHEMBL54,DB00502,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,HTR7
haloperidol,3559,CHEMBL54,DB00502,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,KCNH1
haloperidol-decanoate,52919,CHEMBL1200986,NA,CCCCCCCCCC(=O)OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,DRD2
haloperidol-decanoate,52919,CHEMBL1200986,NA,CCCCCCCCCC(=O)OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,DRD3
haloperidol-decanoate,52919,CHEMBL1200986,NA,CCCCCCCCCC(=O)OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,DRD4
haloperidol-decanoate,52919,CHEMBL1200986,NA,CCCCCCCCCC(=O)OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,HTR2A
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,ATP2C1
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,ATP5D
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GABRA1
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GABRA2
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GABRA3
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GABRA4
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GABRA5
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GABRA6
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GABRB1
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GABRB2
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GABRB3
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GABRD
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GABRE
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GABRG1
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GABRG2
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GABRG3
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GABRP
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GABRQ
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GLRA1
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GLRB
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GNG2
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GRIN2A
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GRIN3A
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,GRIN3B
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,KCNJ3
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,KCNJ6
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,KCNK10
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,KCNK12
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,KCNK13
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,KCNK15
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,KCNK18
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,KCNK2
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,KCNK3
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,KCNK9
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,KCNMA1
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,KCNN4
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,MT-ND1
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,NPSR1
halothane,3562,CHEMBL931,DB01159,FC(F)(F)C(Cl)Br,RHO
harmane,5281404,CHEMBL12014,NA,Cc1nccc2c3ccccc3[nH]c12,MAOA
harmane,5281404,CHEMBL12014,NA,Cc1nccc2c3ccccc3[nH]c12,MAOB
HA14-1,6976314,NA,NA,CCOC(=O)[C@@H](C#N)[C@@H]1c2cc(Br)ccc2OC(N)=C1C(=O)OCC,BCL2
HC-030031,1150897,CHEMBL1086310,NA,CC(C)c1ccc(NC(=O)Cn2cnc3n(C)c(=O)n(C)c(=O)c23)cc1,TRPA1
HEMADO,10981286,CHEMBL260563,NA,CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,ADORA1
HEMADO,10981286,CHEMBL260563,NA,CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,ADORA2A
HEMADO,10981286,CHEMBL260563,NA,CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,ADORA2B
HEMADO,10981286,CHEMBL260563,NA,CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,ADORA3
hemomex-s,11468733,CHEMBL255683,NA,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O)C[C@@]21C,PPARG
hesperadin,10142586,CHEMBL514409,NA,CCS(=O)(=O)Nc1ccc2NC(=O)\C(c2c1)=C(/Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,AURKB
hesperetin,72281,CHEMBL399121,DB01094,COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O)cc(O)cc2O1,DGAT1
hesperetin,72281,CHEMBL399121,DB01094,COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O)cc(O)cc2O1,MTTP
hesperetin,72281,CHEMBL399121,DB01094,COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O)cc(O)cc2O1,SOAT1
hesperetin,72281,CHEMBL399121,DB01094,COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O)cc(O)cc2O1,SOAT2
hesperidin,NA,CHEMBL449317,NA,COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)cc2O1,CACNA1B
hexachlorophene,3598,CHEMBL496,DB00756,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,GLUD1
hexachlorophene,3598,CHEMBL496,DB00756,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,SDHD
hexamethonium,3604,CHEMBL100622,DB08960,C[N+](C)(C)CCCCCC[N+](C)(C)C,CHRNA2
hexamethonium,3604,CHEMBL100622,DB08960,C[N+](C)(C)CCCCCC[N+](C)(C)C,CHRNA3
hexamethonium,3604,CHEMBL100622,DB08960,C[N+](C)(C)CCCCCC[N+](C)(C)C,CHRNA4
hexamethonium,3604,CHEMBL100622,DB08960,C[N+](C)(C)CCCCCC[N+](C)(C)C,CHRNA6
hexamethylenebisacetamide,3616,CHEMBL291481,NA,CC(=O)NCCCCCCNC(C)=O,AKT1
hexestrol,192197,CHEMBL6615,DB07931,CC[C@@H]([C@@H](CC)c1ccc(O)cc1)c1ccc(O)cc1,AKR1C1
hexestrol,192197,CHEMBL6615,DB07931,CC[C@@H]([C@@H](CC)c1ccc(O)cc1)c1ccc(O)cc1,ESR1
hexestrol,192197,CHEMBL6615,DB07931,CC[C@@H]([C@@H](CC)c1ccc(O)cc1)c1ccc(O)cc1,ESR2
hexoprenaline,3609,CHEMBL1589896,DB08957,OC(CNCCCCCCNCC(O)c1ccc(O)c(O)c1)c1ccc(O)c(O)c1,ADRB2
hexylcaine,10770,CHEMBL1197,DB00473,CC(CNC1CCCCC1)OC(=O)c1ccccc1,SCN10A
hexylcaine,10770,CHEMBL1197,DB00473,CC(CNC1CCCCC1)OC(=O)c1ccccc1,SCN5A
hexylene-glycol,7870,CHEMBL2104293,NA,CC(O)CC(C)(C)O,AKR1C3
hexylene-glycol,7870,CHEMBL2104293,NA,CC(O)CC(C)(C)O,CTPS1
hexylene-glycol,7870,CHEMBL2104293,NA,CC(O)CC(C)(C)O,DLG4
hexylene-glycol,7870,CHEMBL2104293,NA,CC(O)CC(C)(C)O,HSP90AA1
hexylene-glycol,7870,CHEMBL2104293,NA,CC(O)CC(C)(C)O,NOS3
hexylene-glycol,7870,CHEMBL2104293,NA,CC(O)CC(C)(C)O,PGF
hexylene-glycol,7870,CHEMBL2104293,NA,CC(O)CC(C)(C)O,PLA2G1B
hexylene-glycol,7870,CHEMBL2104293,NA,CC(O)CC(C)(C)O,PTPN1
hexylene-glycol,7870,CHEMBL2104293,NA,CC(O)CC(C)(C)O,SELP
hexylresorcinol,3610,CHEMBL443605,DB11254,CCCCCCc1ccc(O)cc1O,TYR
higenamine,114840,CHEMBL19344,DB12779,Oc1ccc(CC2NCCc3cc(O)c(O)cc23)cc1,ADRB2
histamine,774,CHEMBL90,DB05381,NCCc1c[nH]cn1,HRH1
histamine,774,CHEMBL90,DB05381,NCCc1c[nH]cn1,HRH2
histamine,774,CHEMBL90,DB05381,NCCc1c[nH]cn1,HRH3
histamine,774,CHEMBL90,DB05381,NCCc1c[nH]cn1,HRH4
HKI-357,11238512,CHEMBL178654,DB13002,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,EGFR
HLCL-61,2250650,NA,NA,CCn1c2ccccc2c2cc(CNCc3ccccc3OC)ccc12,PRMT5
HMN-214,9888590,CHEMBL3545431,NA,COc1ccc(cc1)S(=O)(=O)N(C(C)=O)c1ccccc1\C=C\c1cc[n+]([O-])cc1,CSF1R
HMN-214,9888590,CHEMBL3545431,NA,COc1ccc(cc1)S(=O)(=O)N(C(C)=O)c1ccccc1\C=C\c1cc[n+]([O-])cc1,FGFR1
HMN-214,9888590,CHEMBL3545431,NA,COc1ccc(cc1)S(=O)(=O)N(C(C)=O)c1ccccc1\C=C\c1cc[n+]([O-])cc1,FLT1
HMN-214,9888590,CHEMBL3545431,NA,COc1ccc(cc1)S(=O)(=O)N(C(C)=O)c1ccccc1\C=C\c1cc[n+]([O-])cc1,FLT3
HMN-214,9888590,CHEMBL3545431,NA,COc1ccc(cc1)S(=O)(=O)N(C(C)=O)c1ccccc1\C=C\c1cc[n+]([O-])cc1,FLT4
HMN-214,9888590,CHEMBL3545431,NA,COc1ccc(cc1)S(=O)(=O)N(C(C)=O)c1ccccc1\C=C\c1cc[n+]([O-])cc1,KDR
HMN-214,9888590,CHEMBL3545431,NA,COc1ccc(cc1)S(=O)(=O)N(C(C)=O)c1ccccc1\C=C\c1cc[n+]([O-])cc1,KIT
HMN-214,9888590,CHEMBL3545431,NA,COc1ccc(cc1)S(=O)(=O)N(C(C)=O)c1ccccc1\C=C\c1cc[n+]([O-])cc1,PDGFRA
HMN-214,9888590,CHEMBL3545431,NA,COc1ccc(cc1)S(=O)(=O)N(C(C)=O)c1ccccc1\C=C\c1cc[n+]([O-])cc1,PDGFRB
HMN-214,9888590,CHEMBL3545431,NA,COc1ccc(cc1)S(=O)(=O)N(C(C)=O)c1ccccc1\C=C\c1cc[n+]([O-])cc1,RET
homatropine,NA,CHEMBL1618018,NA,CN1C2CC[C@H]1C[C@H](C2)OC(=O)C(O)c1ccccc1,CES1
homatropine,NA,CHEMBL1618018,NA,CN1C2CC[C@H]1C[C@H](C2)OC(=O)C(O)c1ccccc1,CHRM1
homatropine-methylbromide,10429215,CHEMBL1201235,DB00725,C[N+]1(C)C2CC[C@H]1C[C@H](C2)OC(=O)C(O)c1ccccc1,CHRM1
homatropine-methylbromide,10429215,CHEMBL1201235,DB00725,C[N+]1(C)C2CC[C@H]1C[C@H](C2)OC(=O)C(O)c1ccccc1,CHRM2
homatropine-methylbromide,10429215,CHEMBL1201235,DB00725,C[N+]1(C)C2CC[C@H]1C[C@H](C2)OC(=O)C(O)c1ccccc1,CHRM3
homatropine-methylbromide,10429215,CHEMBL1201235,DB00725,C[N+]1(C)C2CC[C@H]1C[C@H](C2)OC(=O)C(O)c1ccccc1,CHRM4
homatropine-methylbromide,10429215,CHEMBL1201235,DB00725,C[N+]1(C)C2CC[C@H]1C[C@H](C2)OC(=O)C(O)c1ccccc1,CHRM5
homochlorcyclizine,3627,CHEMBL1515447,NA,CN1CCCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1,HRH1
homoharringtonine,285033,CHEMBL46286,DB04865,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2c3cc4OCOc4cc3CCN3CCC[C@]23C=C1OC,RPL3
homoquinolinic-acid,3080554,CHEMBL280828,NA,OC(=O)Cc1cccnc1C(O)=O,GRIN1
homoquinolinic-acid,3080554,CHEMBL280828,NA,OC(=O)Cc1cccnc1C(O)=O,GRIN2A
homoquinolinic-acid,3080554,CHEMBL280828,NA,OC(=O)Cc1cccnc1C(O)=O,GRIN2B
homoquinolinic-acid,3080554,CHEMBL280828,NA,OC(=O)Cc1cccnc1C(O)=O,GRIN2C
homoquinolinic-acid,3080554,CHEMBL280828,NA,OC(=O)Cc1cccnc1C(O)=O,GRIN2D
honokiol,72303,CHEMBL16901,NA,Oc1ccc(cc1CC=C)-c1cc(CC=C)ccc1O,ALOX5
honokiol,72303,CHEMBL16901,NA,Oc1ccc(cc1CC=C)-c1cc(CC=C)ccc1O,PTGS1
honokiol,72303,CHEMBL16901,NA,Oc1ccc(cc1CC=C)-c1cc(CC=C)ccc1O,PTGS2
HTMT,124846,CHEMBL67601,NA,CC(CCCCC(=O)Nc1ccc(cc1)C(F)(F)F)NCCc1c[nH]cn1,HRH4
huperzine-a,907504,NA,NA,C\C=C1\[C@@H]2Cc3nc(O)ccc3[C@@]1(N)CC(C)=C2,ACHE
hyaluronic-acid,6852395,CHEMBL2110674,DB08818,CC(=O)N[C@@H]1C[C@H](O)[C@@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1C(O)=O,C1QBP
hyaluronic-acid,6852395,CHEMBL2110674,DB08818,CC(=O)N[C@@H]1C[C@H](O)[C@@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1C(O)=O,CD44
hyaluronic-acid,6852395,CHEMBL2110674,DB08818,CC(=O)N[C@@H]1C[C@H](O)[C@@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1C(O)=O,HABP2
hyaluronic-acid,6852395,CHEMBL2110674,DB08818,CC(=O)N[C@@H]1C[C@H](O)[C@@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1C(O)=O,HAPLN1
hyaluronic-acid,6852395,CHEMBL2110674,DB08818,CC(=O)N[C@@H]1C[C@H](O)[C@@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1C(O)=O,HAPLN3
hyaluronic-acid,6852395,CHEMBL2110674,DB08818,CC(=O)N[C@@H]1C[C@H](O)[C@@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1C(O)=O,HAPLN4
hyaluronic-acid,6852395,CHEMBL2110674,DB08818,CC(=O)N[C@@H]1C[C@H](O)[C@@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1C(O)=O,HMMR
hyaluronic-acid,6852395,CHEMBL2110674,DB08818,CC(=O)N[C@@H]1C[C@H](O)[C@@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1C(O)=O,ICAM1
hyaluronic-acid,6852395,CHEMBL2110674,DB08818,CC(=O)N[C@@H]1C[C@H](O)[C@@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1C(O)=O,NCAN
hyaluronic-acid,6852395,CHEMBL2110674,DB08818,CC(=O)N[C@@H]1C[C@H](O)[C@@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1C(O)=O,VCAN
hydralazine,3637,CHEMBL276832,DB01275,NNc1nncc2ccccc12,AOC3
hydralazine,3637,CHEMBL276832,DB01275,NNc1nncc2ccccc12,P4HA1
hydrochlorothiazide,3639,CHEMBL435,DB00999,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,CA1
hydrochlorothiazide,3639,CHEMBL435,DB00999,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,CA12
hydrochlorothiazide,3639,CHEMBL435,DB00999,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,CA2
hydrochlorothiazide,3639,CHEMBL435,DB00999,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,CA4
hydrochlorothiazide,3639,CHEMBL435,DB00999,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,CA9
hydrochlorothiazide,3639,CHEMBL435,DB00999,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,KCNMA1
hydrochlorothiazide,3639,CHEMBL435,DB00999,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,SLC12A3
hydrocortisone-acetate,5702068,CHEMBL306147,NA,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@]12C,NR3C1
hydrocortisone-acetate,5702068,CHEMBL306147,NA,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@]12C,NR3C2
hydrocortisone-butyrate,26133,CHEMBL1683,NA,CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)CO,NR3C1
hydrocortisone-phosphate,6602442,NA,NA,CC12C[C@H](O)C3C(CCC4=CC(=O)CCC34C)C1CC[C@]2(O)C(=O)COP(O)(O)=O,ANXA1
hydrocortisone-phosphate,6602442,NA,NA,CC12C[C@H](O)C3C(CCC4=CC(=O)CCC34C)C1CC[C@]2(O)C(=O)COP(O)(O)=O,NOS2
hydrocortisone-phosphate,6602442,NA,NA,CC12C[C@H](O)C3C(CCC4=CC(=O)CCC34C)C1CC[C@]2(O)C(=O)COP(O)(O)=O,NR3C1
hydroflumethiazide,3647,CHEMBL1763,DB00774,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,ATP1A1
hydroflumethiazide,3647,CHEMBL1763,DB00774,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,CA1
hydroflumethiazide,3647,CHEMBL1763,DB00774,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,CA12
hydroflumethiazide,3647,CHEMBL1763,DB00774,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,CA2
hydroflumethiazide,3647,CHEMBL1763,DB00774,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,CA4
hydroflumethiazide,3647,CHEMBL1763,DB00774,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,CA9
hydroflumethiazide,3647,CHEMBL1763,DB00774,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,KCNMA1
hydroflumethiazide,3647,CHEMBL1763,DB00774,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,SLC12A1
hydroflumethiazide,3647,CHEMBL1763,DB00774,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,SLC12A3
hydroquinone,785,CHEMBL537,DB09526,Oc1ccc(O)cc1,TYR
hydroxyamphetamine,3651,CHEMBL1546,DB09352,CC(N)Cc1ccc(O)cc1,TAAR1
hydroxychloroquine,3652,CHEMBL1535,DB01611,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,TLR7
hydroxychloroquine,3652,CHEMBL1535,DB01611,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,TLR9
hydroxyfasudil,3064778,CHEMBL1233300,DB04707,Oc1nccc2c(cccc12)S(=O)(=O)N1CCCNCC1,PKIA
hydroxyfasudil,3064778,CHEMBL1233300,DB04707,Oc1nccc2c(cccc12)S(=O)(=O)N1CCCNCC1,PRKACA
hydroxyfasudil,3064778,CHEMBL1233300,DB04707,Oc1nccc2c(cccc12)S(=O)(=O)N1CCCNCC1,ROCK1
hydroxyprogesterone,6710628,NA,NA,CC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C,PGR
hydroxyprogesterone-acetate,10156152,CHEMBL3273984,NA,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,PGR
hydroxyurea,3657,CHEMBL467,DB01005,NC(=O)NO,RRM1
hydroxyurea,3657,CHEMBL467,DB01005,NC(=O)NO,RRM2
hydroxyurea,3657,CHEMBL467,DB01005,NC(=O)NO,RRM2B
hydroxyzine,3658,CHEMBL896,DB00557,OCCOCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1,HRH1
hymecromone,5280567,CHEMBL12208,DB07118,Cc1cc(=O)oc2cc(O)ccc12,MAOA
hymecromone,5280567,CHEMBL12208,DB07118,Cc1cc(=O)oc2cc(O)ccc12,MAOB
hyoscyamine,154417,CHEMBL1234973,DB00424,CN1C2CC[C@@H]1C[C@H](C2)OC(=O)[C@H](CO)c1ccccc1,CHRM1
hyoscyamine,154417,CHEMBL1234973,DB00424,CN1C2CC[C@@H]1C[C@H](C2)OC(=O)[C@H](CO)c1ccccc1,CHRM2
hyoscyamine,154417,CHEMBL1234973,DB00424,CN1C2CC[C@@H]1C[C@H](C2)OC(=O)[C@H](CO)c1ccccc1,CHRM3
hyoscyamine,154417,CHEMBL1234973,DB00424,CN1C2CC[C@@H]1C[C@H](C2)OC(=O)[C@H](CO)c1ccccc1,CHRM4
hyperin,5378597,CHEMBL33027,NA,OCC1OC(Oc2c(oc3cc(O)cc(O)c3c2=O)-c2ccc(O)c(O)c2)C(O)C(O)C1O,ACE
hyperin,5378597,CHEMBL33027,NA,OCC1OC(Oc2c(oc3cc(O)cc(O)c3c2=O)-c2ccc(O)c(O)c2)C(O)C(O)C1O,AKR1B1
hypoestoxide,10407195,NA,NA,CC(=O)O[C@H]1CC2(C)OC2CCC2(C)OC2CC2CC(=O)C(=C)C1C2(C)C,IKBKB
hypoestoxide,10407195,NA,NA,CC(=O)O[C@H]1CC2(C)OC2CCC2(C)OC2CC2CC(=O)C(=C)C1C2(C)C,IL1B
hypoestoxide,10407195,NA,NA,CC(=O)O[C@H]1CC2(C)OC2CCC2(C)OC2CC2CC(=O)C(=C)C1C2(C)C,TNF
hypoxanthine,790,CHEMBL1427,DB04076,O=c1[nH]cnc2nc[nH]c12,PNP
I-BET-762,46943432,CHEMBL1232461,NA,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc12,BRD2
I-BET-762,46943432,CHEMBL1232461,NA,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc12,BRD3
I-BET-762,46943432,CHEMBL1232461,NA,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc12,BRD4
I-BET151,52912189,CHEMBL2017291,NA,COc1cc2c3n([C@H](C)c4ccccn4)c(=O)[nH]c3cnc2cc1-c1c(C)noc1C,BRD2
I-BET151,52912189,CHEMBL2017291,NA,COc1cc2c3n([C@H](C)c4ccccn4)c(=O)[nH]c3cnc2cc1-c1c(C)noc1C,BRD3
I-BET151,52912189,CHEMBL2017291,NA,COc1cc2c3n([C@H](C)c4ccccn4)c(=O)[nH]c3cnc2cc1-c1c(C)noc1C,BRD4
I-BRD9,91668541,CHEMBL3769507,NA,CCn1cc(-c2cccc(c2)C(F)(F)F)c2sc(cc2c1=O)C(=N)NC1CCS(=O)(=O)CC1,BRD9
IB-MECA,123683,CHEMBL119709,DB05511,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NCc3cccc(I)c3)ncnc12,ADORA1
IB-MECA,123683,CHEMBL119709,DB05511,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NCc3cccc(I)c3)ncnc12,ADORA2A
IB-MECA,123683,CHEMBL119709,DB05511,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NCc3cccc(I)c3)ncnc12,ADORA2B
IB-MECA,123683,CHEMBL119709,DB05511,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NCc3cccc(I)c3)ncnc12,ADORA3
ibandronate,60852,CHEMBL997,DB00710,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,FDPS
IBC-293,2736690,CHEMBL381638,NA,CC(C)n1nnc2cc(ccc12)C(O)=O,HCAR3
ibotenic-acid,1233,CHEMBL284895,NA,NC(C(O)=O)c1cc(O)no1,GRIN1
ibrolipim,131601,CHEMBL34234,NA,CCOP(=O)(Cc1ccc(cc1)C(=O)Nc1ccc(Br)cc1C#N)OCC,LPL
