DrugName,DrugID_ChEMBL,DrugID_DrugBank,DrugSMILES,TargetID_Entrez,TargetGeneSymbol_Entrez
ergoloid mesylate,NA,DB01049,CS(O)(=O)=O.[H][C@@]12CCCN1C(=O)[C@H](C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,285242,HTR3E
ergoloid mesylate,NA,DB01049,CS(O)(=O)=O.[H][C@@]12CCCN1C(=O)[C@H](C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,3360,HTR4
ergoloid mesylate,NA,DB01049,CS(O)(=O)=O.[H][C@@]12CCCN1C(=O)[C@H](C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,3362,HTR6
ergoloid mesylate,NA,DB01049,CS(O)(=O)=O.[H][C@@]12CCCN1C(=O)[C@H](C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,3363,HTR7
ergoloid mesylate,NA,DB01049,CS(O)(=O)=O.[H][C@@]12CCCN1C(=O)[C@H](C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,148,ADRA1A
ergoloid mesylate,NA,DB01049,CS(O)(=O)=O.[H][C@@]12CCCN1C(=O)[C@H](C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,147,ADRA1B
ergoloid mesylate,NA,DB01049,CS(O)(=O)=O.[H][C@@]12CCCN1C(=O)[C@H](C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,146,ADRA1D
ergoloid mesylate,NA,DB01049,CS(O)(=O)=O.[H][C@@]12CCCN1C(=O)[C@H](C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,150,ADRA2A
ergoloid mesylate,NA,DB01049,CS(O)(=O)=O.[H][C@@]12CCCN1C(=O)[C@H](C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,151,ADRA2B
ergoloid mesylate,NA,DB01049,CS(O)(=O)=O.[H][C@@]12CCCN1C(=O)[C@H](C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,152,ADRA2C
ergonovine,CHEMBL119443,DB01253,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO,148,ADRA1A
ergotamine,CHEMBL442,DB00696,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,150,ADRA2A
ergotamine,CHEMBL442,DB00696,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,3350,HTR1A
ergotamine,CHEMBL442,DB00696,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,3356,HTR2A
ergotamine,CHEMBL442,DB00696,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,3355,HTR1F
ergotamine,CHEMBL442,DB00696,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,6530,SLC6A2
ergotamine,CHEMBL442,DB00696,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,148,ADRA1A
ergotamine,CHEMBL442,DB00696,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,3358,HTR2C
ergotamine,CHEMBL442,DB00696,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,151,ADRA2B
ergotamine,CHEMBL442,DB00696,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,147,ADRA1B
ergotamine,CHEMBL442,DB00696,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,3352,HTR1D
ergotamine,CHEMBL442,DB00696,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,146,ADRA1D
ergotamine,CHEMBL442,DB00696,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,1813,DRD2
ergotamine,CHEMBL442,DB00696,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,3351,HTR1B
ergotamine,CHEMBL442,DB00696,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,1812,DRD1
ergotamine,CHEMBL442,DB00696,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,1816,DRD5
eribaxaban,CHEMBL476186,DB06920,[H][C@@]1(CN(C(=O)NC2=CC=C(Cl)C=C2)[C@]([H])(C1)C(=O)NC1=CC=C(C=C1F)N1C=CC=CC1=O)OC,2159,F10
eribulin,CHEMBL1683544,DB08871,[H][C@@]12O[C@@]3([H])CCC4CC(=O)C[C@H]5[C@H](C[C@H]6O[C@H](C[C@@H](C)C6=C)CC[C@@H]6O[C@H](CC6=C)CC[C@@]67C[C@@H](O[C@H]1[C@@H](O6)[C@@]3([H])O4)[C@@H]2O7)O[C@H](C[C@H](O)CN)[C@@H]5OC,81027,TUBB1
eribulin,CHEMBL1683544,DB08871,[H][C@@]12O[C@@]3([H])CCC4CC(=O)C[C@H]5[C@H](C[C@H]6O[C@H](C[C@@H](C)C6=C)CC[C@@H]6O[C@H](CC6=C)CC[C@@]67C[C@@H](O[C@H]1[C@@H](O6)[C@@]3([H])O4)[C@@H]2O7)O[C@H](C[C@H](O)CN)[C@@H]5OC,596,BCL2
eritoran,CHEMBL501259,DB04933,[H]\C(CCCCCC)=C(/[H])CCCCCCCCCC(O)=N[C@@]1([H])[C@]([H])(OC[C@@]2([H])O[C@]([H])(OP(O)(O)=O)[C@]([H])(N=C(O)CC(=O)CCCCCCCCCCC)[C@@]([H])(OCCCCCCCCCC)[C@]2([H])O)O[C@]([H])(COC)[C@@]([H])(OP(O)(O)=O)[C@]1([H])OCC[C@@]([H])(CCCCCCC)OC,7099,TLR4
erlotinib,CHEMBL553,DB00530,COCCOC1=C(OCCOC)C=C2C(NC3=CC=CC(=C3)C#C)=NC=NC2=C1,1956,EGFR
erlotinib,CHEMBL553,DB00530,COCCOC1=C(OCCOC)C=C2C(NC3=CC=CC(=C3)C#C)=NC=NC2=C1,8856,NR1I2
erteberel,CHEMBL278703,DB07933,[H][C@@]12CCC[C@]1([H])[C@@]([H])(OC1=C2C=C(O)C=C1)C1=CC=C(O)C=C1,2099,ESR1
erteberel,CHEMBL278703,DB07933,[H][C@@]12CCC[C@]1([H])[C@@]([H])(OC1=C2C=C(O)C=C1)C1=CC=C(O)C=C1,2100,ESR2
erythose-4-phosphate,CHEMBL1232448,DB03937,O[C@H](COP(O)(O)=O)[C@@H](O)C=O,2821,GPI
erythrityl tetranitrate,CHEMBL2107583,DB01613,[O-][N+](=O)OC[C@@H](O[N+]([O-])=O)[C@H](CO[N+]([O-])=O)O[N+]([O-])=O,4881,NPR1
erythrityl tetranitrate,CHEMBL2107583,DB01613,[O-][N+](=O)OC[C@@H](O[N+]([O-])=O)[C@H](CO[N+]([O-])=O)O[N+]([O-])=O,4882,NPR2
erythromycin,CHEMBL532,DB00199,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,3757,KCNH2
erythromycin,CHEMBL532,DB00199,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,213,ALB
erythromycin,CHEMBL532,DB00199,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,2862,MLNR
erythropoietin,CHEMBL1201565,NA,Not Found,2057,EPOR
escitalopram,CHEMBL1508,DB01175,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,1128,CHRM1
escitalopram,CHEMBL1508,DB01175,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,3269,HRH1
escitalopram,CHEMBL1508,DB01175,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,6530,SLC6A2
escitalopram,CHEMBL1508,DB01175,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,148,ADRA1A
escitalopram,CHEMBL1508,DB01175,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,6531,SLC6A3
escitalopram,CHEMBL1508,DB01175,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,6532,SLC6A4
esculin,CHEMBL482581,DB13155,OC[C@H]1O[C@@H](OC2=C(O)C=C3OC(=O)C=CC3=C2)[C@H](O)[C@@H](O)[C@@H]1O,367,AR
eslicarbazepine acetate,CHEMBL87992,DB09119,CC(=O)O[C@H]1CC2=CC=CC=C2N(C(N)=O)C2=CC=CC=C12,5025,P2RX4
esmirtazapine,CHEMBL1366933,DB06678,[H][C@]12CN(C)CCN1C1=C(CC3=CC=CC=C23)C=CC=N1,3269,HRH1
esmirtazapine,CHEMBL1366933,DB06678,[H][C@]12CN(C)CCN1C1=C(CC3=CC=CC=C23)C=CC=N1,150,ADRA2A
esmirtazapine,CHEMBL1366933,DB06678,[H][C@]12CN(C)CCN1C1=C(CC3=CC=CC=C23)C=CC=N1,151,ADRA2B
esmirtazapine,CHEMBL1366933,DB06678,[H][C@]12CN(C)CCN1C1=C(CC3=CC=CC=C23)C=CC=N1,152,ADRA2C
esmirtazapine,CHEMBL1366933,DB06678,[H][C@]12CN(C)CCN1C1=C(CC3=CC=CC=C23)C=CC=N1,3356,HTR2A
esmirtazapine,CHEMBL1366933,DB06678,[H][C@]12CN(C)CCN1C1=C(CC3=CC=CC=C23)C=CC=N1,3357,HTR2B
esmirtazapine,CHEMBL1366933,DB06678,[H][C@]12CN(C)CCN1C1=C(CC3=CC=CC=C23)C=CC=N1,3358,HTR2C
esmolol,CHEMBL768,DB00187,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1,153,ADRB1
esomeprazole,CHEMBL1200470,DB00736,COC1=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C)C(OC)=C2C)C=C1,495,ATP4A
estazolam,CHEMBL285674,DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,2569,GABRR1
estazolam,CHEMBL285674,DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,2555,GABRA2
estazolam,CHEMBL285674,DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,2558,GABRA5
estazolam,CHEMBL285674,DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,2556,GABRA3
estazolam,CHEMBL285674,DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,2554,GABRA1
estazolam,CHEMBL285674,DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,2560,GABRB1
estazolam,CHEMBL285674,DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,2562,GABRB3
estazolam,CHEMBL285674,DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,2561,GABRB2
estazolam,CHEMBL285674,DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,2566,GABRG2
estazolam,CHEMBL285674,DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,2565,GABRG1
estazolam,CHEMBL285674,DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,2567,GABRG3
estazolam,CHEMBL285674,DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,2564,GABRE
estazolam,CHEMBL285674,DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,2568,GABRP
estazolam,CHEMBL285674,DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,2570,GABRR2
estazolam,CHEMBL285674,DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,2563,GABRD
estazolam,CHEMBL285674,DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,200959,GABRR3
estazolam,CHEMBL285674,DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,2557,GABRA4
estazolam,CHEMBL285674,DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,2559,GABRA6
estazolam,CHEMBL285674,DB01215,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,55879,GABRQ
estradiol,CHEMBL135,DB00783,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,2099,ESR1
estradiol,CHEMBL135,DB00783,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,2100,ESR2
estradiol,CHEMBL135,DB00783,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,8856,NR1I2
estramustine,CHEMBL1575,DB01196,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H],2099,ESR1
estramustine,CHEMBL1575,DB01196,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H],2100,ESR2
estramustine,CHEMBL1575,DB01196,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H],4133,MAP2
estramustine,CHEMBL1575,DB01196,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H],4130,MAP1A
estriol,CHEMBL193482,DB04573,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,2099,ESR1
estriol,CHEMBL193482,DB04573,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,2100,ESR2
estrone,CHEMBL1405,DB00655,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,2099,ESR1
estrone sulfate,CHEMBL494753,DB04574,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OS(O)(=O)=O)=C4)[C@@H]1CCC2=O,2099,ESR1
estrone sulfate,CHEMBL494753,DB04574,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OS(O)(=O)=O)=C4)[C@@H]1CCC2=O,2100,ESR2
eszopiclone,CHEMBL1522,DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,2555,GABRA2
eszopiclone,CHEMBL1522,DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,2558,GABRA5
eszopiclone,CHEMBL1522,DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,2556,GABRA3
eszopiclone,CHEMBL1522,DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,706,TSPO
eszopiclone,CHEMBL1522,DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,2554,GABRA1
eszopiclone,CHEMBL1522,DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,2557,GABRA4
eszopiclone,CHEMBL1522,DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,2559,GABRA6
eszopiclone,CHEMBL1522,DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,2560,GABRB1
eszopiclone,CHEMBL1522,DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,2561,GABRB2
eszopiclone,CHEMBL1522,DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,2562,GABRB3
eszopiclone,CHEMBL1522,DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,2563,GABRD
eszopiclone,CHEMBL1522,DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,2564,GABRE
eszopiclone,CHEMBL1522,DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,2565,GABRG1
eszopiclone,CHEMBL1522,DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,2566,GABRG2
eszopiclone,CHEMBL1522,DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,2567,GABRG3
eszopiclone,CHEMBL1522,DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,2568,GABRP
eszopiclone,CHEMBL1522,DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,55879,GABRQ
etacrynic acid,CHEMBL456,DB00903,CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1,6557,SLC12A1
etacrynic acid,CHEMBL456,DB00903,CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1,476,ATP1A1
etanercept,CHEMBL1201572,DB00005,Not Found,7124,TNF
etanercept,CHEMBL1201572,DB00005,Not Found,2209,FCGR1A
etanercept,CHEMBL1201572,DB00005,Not Found,2215,FCGR3B
etanercept,CHEMBL1201572,DB00005,Not Found,7133,TNFRSF1B
etanercept,CHEMBL1201572,DB00005,Not Found,4049,LTA
etanercept,CHEMBL1201572,DB00005,Not Found,716,C1S
etanercept,CHEMBL1201572,DB00005,Not Found,715,C1R
etanercept,CHEMBL1201572,DB00005,Not Found,712,C1QA
etanercept,CHEMBL1201572,DB00005,Not Found,713,C1QB
etanercept,CHEMBL1201572,DB00005,Not Found,714,C1QC
etanercept,CHEMBL1201572,DB00005,Not Found,2214,FCGR3A
etanercept,CHEMBL1201572,DB00005,Not Found,2212,FCGR2A
etanercept,CHEMBL1201572,DB00005,Not Found,2213,FCGR2B
etanercept,CHEMBL1201572,DB00005,Not Found,9103,FCGR2C
etelcalcetide,CHEMBL3545183,DB12865,C[C@@H](NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](C)NC(=O)[C@@H](CSSC[C@H](N)C(O)=O)NC(C)=O)C(=O)N[C@H](CCCNC(N)=N)C(N)=O,846,CASR
ethanesulfonic acid,NA,DB03635,CCS(O)(=O)=O,5473,PPBP
ethanol,CHEMBL545,DB00898,CCO,782,CACNB1
ethanol,CHEMBL545,DB00898,CCO,3359,HTR3A
ethanol,CHEMBL545,DB00898,CCO,2555,GABRA2
ethanol,CHEMBL545,DB00898,CCO,57053,CHRNA10
ethanol,CHEMBL545,DB00898,CCO,775,CACNA1C
ethanol,CHEMBL545,DB00898,CCO,2741,GLRA1
ethanol,CHEMBL545,DB00898,CCO,2558,GABRA5
ethanol,CHEMBL545,DB00898,CCO,2557,GABRA4
ethanol,CHEMBL545,DB00898,CCO,2556,GABRA3
ethanol,CHEMBL545,DB00898,CCO,2890,GRIA1
ethanol,CHEMBL545,DB00898,CCO,116443,GRIN3A
ethanol,CHEMBL545,DB00898,CCO,786,CACNG1
ethanol,CHEMBL545,DB00898,CCO,1135,CHRNA2
ethanol,CHEMBL545,DB00898,CCO,2742,GLRA2
ethanol,CHEMBL545,DB00898,CCO,2559,GABRA6
ethanol,CHEMBL545,DB00898,CCO,2554,GABRA1
ethanol,CHEMBL545,DB00898,CCO,2891,GRIA2
ethanol,CHEMBL545,DB00898,CCO,2893,GRIA4
ethanol,CHEMBL545,DB00898,CCO,2892,GRIA3
ethanol,CHEMBL545,DB00898,CCO,1137,CHRNA4
ethanol,CHEMBL545,DB00898,CCO,1141,CHRNB2
ethanol,CHEMBL545,DB00898,CCO,3760,KCNJ3
ethanol,CHEMBL545,DB00898,CCO,3763,KCNJ6
ethanol,CHEMBL545,DB00898,CCO,7412,VCAM1
ethanol,CHEMBL545,DB00898,CCO,2030,SLC29A1
ethanol,CHEMBL545,DB00898,CCO,3762,KCNJ5
ethanol,CHEMBL545,DB00898,CCO,1139,CHRNA7
ethanol,CHEMBL545,DB00898,CCO,89832,CHRFAM7A
ethanol,CHEMBL545,DB00898,CCO,55584,CHRNA9
ethanol,CHEMBL545,DB00898,CCO,2560,GABRB1
ethanol,CHEMBL545,DB00898,CCO,2562,GABRB3
ethanol,CHEMBL545,DB00898,CCO,2561,GABRB2
ethanol,CHEMBL545,DB00898,CCO,779,CACNA1S
ethanol,CHEMBL545,DB00898,CCO,776,CACNA1D
ethanol,CHEMBL545,DB00898,CCO,1143,CHRNB4
ethanol,CHEMBL545,DB00898,CCO,1136,CHRNA3
ethanol,CHEMBL545,DB00898,CCO,1138,CHRNA5
ethanol,CHEMBL545,DB00898,CCO,8973,CHRNA6
ethanol,CHEMBL545,DB00898,CCO,1142,CHRNB3
ethanol,CHEMBL545,DB00898,CCO,2565,GABRG1
ethanol,CHEMBL545,DB00898,CCO,2567,GABRG3
ethanol,CHEMBL545,DB00898,CCO,2564,GABRE
ethanol,CHEMBL545,DB00898,CCO,2568,GABRP
ethanol,CHEMBL545,DB00898,CCO,55879,GABRQ
ethanol,CHEMBL545,DB00898,CCO,2563,GABRD
ethanol,CHEMBL545,DB00898,CCO,3177,SLC29A2
ethanol,CHEMBL545,DB00898,CCO,10369,CACNG2
ethanol,CHEMBL545,DB00898,CCO,3765,KCNJ9
ethanol,CHEMBL545,DB00898,CCO,9177,HTR3B
ethanol,CHEMBL545,DB00898,CCO,170572,HTR3C
ethanol,CHEMBL545,DB00898,CCO,200909,HTR3D
ethanol,CHEMBL545,DB00898,CCO,285242,HTR3E
ethanolamine,CHEMBL104943,DB03994,NCCO,306,ANXA3
ethanolamine oleate,CHEMBL1200394,NA,NCCO.CCCCCCCC\C=C/CCCCCCCC(O)=O,2161,F12
ethchlorvynol,CHEMBL591,DB00189,[H]C(Cl)=CC(O)(CC)C#C,2554,GABRA1
ethchlorvynol,CHEMBL591,DB00189,[H]C(Cl)=CC(O)(CC)C#C,2555,GABRA2
ethchlorvynol,CHEMBL591,DB00189,[H]C(Cl)=CC(O)(CC)C#C,2556,GABRA3
ethchlorvynol,CHEMBL591,DB00189,[H]C(Cl)=CC(O)(CC)C#C,2557,GABRA4
ethchlorvynol,CHEMBL591,DB00189,[H]C(Cl)=CC(O)(CC)C#C,2558,GABRA5
ethchlorvynol,CHEMBL591,DB00189,[H]C(Cl)=CC(O)(CC)C#C,2559,GABRA6
ethchlorvynol,CHEMBL591,DB00189,[H]C(Cl)=CC(O)(CC)C#C,2560,GABRB1
ethchlorvynol,CHEMBL591,DB00189,[H]C(Cl)=CC(O)(CC)C#C,2561,GABRB2
ethchlorvynol,CHEMBL591,DB00189,[H]C(Cl)=CC(O)(CC)C#C,2562,GABRB3
ethchlorvynol,CHEMBL591,DB00189,[H]C(Cl)=CC(O)(CC)C#C,2563,GABRD
