DrugName,DrugID_LSM,DrugID_ChEMBL,DrugID_DrugBank,DrugID_PubChemCID,DrugSMILES,TargetGeneSymbol_Entrez,MechanismOfAction
hexylcaine,LSM-1954,CHEMBL1197,DB00473,10770,CC(CNC1CCCCC1)OC(=O)C2=CC=CC=C2,SCN9A,Sodium channel alpha subunit blocker
histamine 2HCl,LSM-45288,CHEMBL90,NA,NA,NA,HRH1,Histamine H1 receptor agonist
hydrochlorothiazide,LSM-5308,CHEMBL435,DB00999,3639,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,SLC12A3,Thiazide-sensitive sodium-chloride cotransporter inhibitor
hydrocortisone,LSM-5980,CHEMBL389621,DB00741,5754,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,NR3C1,Glucocorticoid receptor agonist
hydrocortisone acetate,LSM-19960,CHEMBL1091,NA,5744,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,NR3C1,Glucocorticoid receptor agonist
hydrocortisone hemisuccinate,LSM-5816,CHEMBL977,NA,16623,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)O)O)C)O,NR3C1,Glucocorticoid receptor agonist
hydroflumethiazide,LSM-5497,CHEMBL1763,DB00774,3647,C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,SLC12A3,Thiazide-sensitive sodium-chloride cotransporter inhibitor
hydroxyamphetamine,LSM-15206,CHEMBL1546,DB09352,3651,CC(CC1=CC=C(C=C1)O)N,ADRA1A,Adrenergic receptor agonist
hydroxyamphetamine,LSM-15206,CHEMBL1546,DB09352,3651,CC(CC1=CC=C(C=C1)O)N,ADRA1B,Adrenergic receptor agonist
hydroxyamphetamine,LSM-15206,CHEMBL1546,DB09352,3651,CC(CC1=CC=C(C=C1)O)N,ADRA1D,Adrenergic receptor agonist
hydroxyamphetamine,LSM-15206,CHEMBL1546,DB09352,3651,CC(CC1=CC=C(C=C1)O)N,ADRA2A,Adrenergic receptor agonist
hydroxyamphetamine,LSM-15206,CHEMBL1546,DB09352,3651,CC(CC1=CC=C(C=C1)O)N,ADRA2B,Adrenergic receptor agonist
hydroxyamphetamine,LSM-15206,CHEMBL1546,DB09352,3651,CC(CC1=CC=C(C=C1)O)N,ADRA2C,Adrenergic receptor agonist
hydroxyamphetamine,LSM-15206,CHEMBL1546,DB09352,3651,CC(CC1=CC=C(C=C1)O)N,ADRB1,Adrenergic receptor agonist
hydroxyamphetamine,LSM-15206,CHEMBL1546,DB09352,3651,CC(CC1=CC=C(C=C1)O)N,ADRB2,Adrenergic receptor agonist
hydroxyamphetamine,LSM-15206,CHEMBL1546,DB09352,3651,CC(CC1=CC=C(C=C1)O)N,ADRB3,Adrenergic receptor agonist
hydroxychloroquine,LSM-5193,CHEMBL1535,DB01611,3652,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,TLR7,Toll-like receptor 7 antagonist
hydroxychloroquine,LSM-5193,CHEMBL1535,DB01611,3652,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,TLR9,Toll-like receptor 9 antagonist
hydroxyurea,LSM-45988,CHEMBL467,NA,NA,NA,RRM1,Ribonucleoside-diphosphate reductase RR1 inhibitor
hydroxyurea,LSM-45988,CHEMBL467,NA,NA,NA,RRM2,Ribonucleoside-diphosphate reductase RR1 inhibitor
hydroxyurea,LSM-45988,CHEMBL467,NA,NA,NA,RRM2B,Ribonucleoside-diphosphate reductase RR1 inhibitor
hydroxyzine,LSM-5103,CHEMBL896,DB00557,3658,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,HRH1,Histamine H1 receptor antagonist
hydroxyzine pamoate,LSM-44962,CHEMBL1200467,NA,25096,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,HRH1,Histamine H1 receptor antagonist
ibandronic acid,LSM-4279,CHEMBL997,DB00710,60852,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,FDPS,Farnesyl diphosphate synthase inhibitor
IB-MECA,LSM-45709,CHEMBL119709,NA,NA,NA,ADORA3,Adenosine A3 receptor agonist
ibrutinib (PCI-32765),LSM-45830,CHEMBL1873475,NA,NA,NA,BTK,Tyrosine-protein kinase BTK inhibitor
ibuprofen,LSM-1354,CHEMBL521,DB01050,3672,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,PTGS1,Cyclooxygenase inhibitor
ibuprofen,LSM-1354,CHEMBL521,DB01050,3672,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,PTGS2,Cyclooxygenase inhibitor
ibutilide,LSM-43264,CHEMBL533,DB00308,60753,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,KCNH2,HERG blocker
idalopirdine (Lu AE58054 hydrochloride),LSM-45537,CHEMBL3286580,NA,NA,NA,HTR6,Serotonin 6 (5-HT6) receptor antagonist
idarubicin,LSM-5769,CHEMBL1117,DB01177,42890,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,TOP2A,DNA topoisomerase II alpha inhibitor
idelalisib,LSM-1205,CHEMBL2216870,DB09054,11625818,CC[C@@H](C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,PIK3CD,PI3-kinase p110-delta subunit inhibitor
iloperidone,LSM-5598,CHEMBL14376,DB04946,71360,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,DRD2,Dopamine D2 receptor antagonist
iloperidone,LSM-5598,CHEMBL14376,DB04946,71360,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,HTR2A,Serotonin 2a (5-HT2a) receptor antagonist
iloprost,LSM-43147,CHEMBL494,DB01088,5311181,CC#CCC(C)[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/C2)O)O,PTGIR,Prostanoid IP receptor agonist
imatinib,LSM-1023,CHEMBL941,DB00619,5291,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,ABL1,Tyrosine-protein kinase ABL inhibitor
imatinib,LSM-1023,CHEMBL941,DB00619,5291,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,KIT,Stem cell growth factor receptor inhibitor
imatinib,LSM-1023,CHEMBL941,DB00619,5291,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,PDGFRB,Platelet-derived growth factor receptor beta inhibitor
imipenem,LSM-6568,CHEMBL148,DB01598,104838,C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,dacA,Bacterial penicillin-binding protein inhibitor
imipenem,LSM-6568,CHEMBL148,DB01598,104838,C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,dacB,Bacterial penicillin-binding protein inhibitor
imipenem,LSM-6568,CHEMBL148,DB01598,104838,C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,dacC,Bacterial penicillin-binding protein inhibitor
imipenem,LSM-6568,CHEMBL148,DB01598,104838,C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,ftsI,Bacterial penicillin-binding protein inhibitor
imipenem,LSM-6568,CHEMBL148,DB01598,104838,C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,mrcA,Bacterial penicillin-binding protein inhibitor
imipenem,LSM-6568,CHEMBL148,DB01598,104838,C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,mrcB,Bacterial penicillin-binding protein inhibitor
imipenem,LSM-6568,CHEMBL148,DB01598,104838,C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,mrdA,Bacterial penicillin-binding protein inhibitor
imipramine,LSM-2852,CHEMBL11,DB00458,3696,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,SLC6A2,Norepinephrine transporter inhibitor
imipramine,LSM-2852,CHEMBL11,DB00458,3696,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,SLC6A4,Serotonin transporter inhibitor
imiquimod,LSM-5408,CHEMBL1282,DB00724,57469,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,TLR7,Toll-like receptor 7 agonist
indacaterol maleate,LSM-45506,CHEMBL1095777,NA,NA,NA,ADRB2,Beta-2 adrenergic receptor agonist
indapamide,LSM-1936,CHEMBL406,DB00808,3702,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,SLC12A3,Thiazide-sensitive sodium-chloride cotransporter inhibitor
indibulin,LSM-45387,CHEMBL49642,NA,NA,NA,TUBA1A,Tubulin inhibitor
indibulin,LSM-45387,CHEMBL49642,NA,NA,NA,TUBA1B,Tubulin inhibitor
indibulin,LSM-45387,CHEMBL49642,NA,NA,NA,TUBA1C,Tubulin inhibitor
indibulin,LSM-45387,CHEMBL49642,NA,NA,NA,TUBA3C,Tubulin inhibitor
indibulin,LSM-45387,CHEMBL49642,NA,NA,NA,TUBA3E,Tubulin inhibitor
indibulin,LSM-45387,CHEMBL49642,NA,NA,NA,TUBA4A,Tubulin inhibitor
indibulin,LSM-45387,CHEMBL49642,NA,NA,NA,TUBB,Tubulin inhibitor
indibulin,LSM-45387,CHEMBL49642,NA,NA,NA,TUBB1,Tubulin inhibitor
indibulin,LSM-45387,CHEMBL49642,NA,NA,NA,TUBB2A,Tubulin inhibitor
indibulin,LSM-45387,CHEMBL49642,NA,NA,NA,TUBB2B,Tubulin inhibitor
indibulin,LSM-45387,CHEMBL49642,NA,NA,NA,TUBB3,Tubulin inhibitor
indibulin,LSM-45387,CHEMBL49642,NA,NA,NA,TUBB4A,Tubulin inhibitor
indibulin,LSM-45387,CHEMBL49642,NA,NA,NA,TUBB4B,Tubulin inhibitor
indibulin,LSM-45387,CHEMBL49642,NA,NA,NA,TUBB6,Tubulin inhibitor
indibulin,LSM-45387,CHEMBL49642,NA,NA,NA,TUBB8,Tubulin inhibitor
indinavir,LSM-5471,CHEMBL115,DB00224,5362440,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@H](C[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H]3[C@@H](CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,pol,Human immunodeficiency virus type 1 protease inhibitor
indiplon,LSM-45562,CHEMBL262075,NA,NA,NA,GABRA1,GABA receptor alpha-1 subunit positive allosteric modulator
indomethacin,LSM-3275,CHEMBL6,DB00328,3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,PTGS1,Cyclooxygenase inhibitor
indomethacin,LSM-3275,CHEMBL6,DB00328,3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,PTGS2,Cyclooxygenase inhibitor
inolitazone (dihydrochloride),LSM-45726,NA,NA,NA,NA,PPARG,Peroxisome proliferator-activated receptor gamma agonist
ipratropium,LSM-46035,CHEMBL1621597,NA,NA,NA,CHRM3,Muscarinic acetylcholine receptor M3 antagonist
irinotecan,LSM-2167,CHEMBL481,DB00762,60838,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,TOP1,DNA topoisomerase I inhibitor
isocarboxazid,LSM-4101,CHEMBL1201168,DB01247,3759,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,MAOA,Monoamine oxidase inhibitor
isocarboxazid,LSM-4101,CHEMBL1201168,DB01247,3759,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,MAOB,Monoamine oxidase inhibitor
isoetharine,LSM-4374,CHEMBL1201213,DB00221,3762,CCC(C(C1=CC(=C(C=C1)O)O)O)NC(C)C,ADRB2,Beta-2 adrenergic receptor agonist
isoniazid,LSM-6682,CHEMBL64,DB00951,3767,C1=CN=CC=C1C(=O)NN,inhA,Enoyl-[acyl-carrier-protein] reductase inhibitor
isopropamide,LSM-6549,CHEMBL1201232,DB01625,3775,CC(C)[N+](C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)C(C)C,CHRM1,Muscarinic acetylcholine receptor M1 antagonist
isopropamide,LSM-6549,CHEMBL1201232,DB01625,3775,CC(C)[N+](C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)C(C)C,CHRM3,Muscarinic acetylcholine receptor M3 antagonist
isoproterenol,LSM-4311,CHEMBL434,DB01064,3779,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,ADRB1,Adrenergic receptor beta agonist
isoproterenol,LSM-4311,CHEMBL434,DB01064,3779,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,ADRB2,Adrenergic receptor beta agonist
isoproterenol,LSM-4311,CHEMBL434,DB01064,3779,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,ADRB3,Adrenergic receptor beta agonist
isosorbide mononitrate,LSM-5883,CHEMBL1311,DB01020,27661,C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O,GUCY1A2,Soluble guanylate cyclase activator
isosorbide mononitrate,LSM-5883,CHEMBL1311,DB01020,27661,C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O,GUCY1A3,Soluble guanylate cyclase activator
isosorbide mononitrate,LSM-5883,CHEMBL1311,DB01020,27661,C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O,GUCY1B2,Soluble guanylate cyclase activator
isosorbide mononitrate,LSM-5883,CHEMBL1311,DB01020,27661,C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O,GUCY1B3,Soluble guanylate cyclase activator
isotretinoin,LSM-42855,CHEMBL547,DB00982,5282379,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,RARA,Retinoic acid receptor agonist
isotretinoin,LSM-42855,CHEMBL547,DB00982,5282379,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,RARB,Retinoic acid receptor agonist
isotretinoin,LSM-42855,CHEMBL547,DB00982,5282379,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,RARG,Retinoic acid receptor agonist
isradipine,LSM-1897,CHEMBL1648,DB00270,3784,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,CACNA1C,Voltage-gated L-type calcium channel blocker
isradipine,LSM-1897,CHEMBL1648,DB00270,3784,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,CACNA1D,Voltage-gated L-type calcium channel blocker
isradipine,LSM-1897,CHEMBL1648,DB00270,3784,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,CACNA1F,Voltage-gated L-type calcium channel blocker
isradipine,LSM-1897,CHEMBL1648,DB00270,3784,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,CACNA1S,Voltage-gated L-type calcium channel blocker
itraconazole hydrochloride,LSM-45773,CHEMBL22587,NA,NA,NA,ERG11,Cytochrome P450 51 inhibitor
ivacaftor (VX-770),LSM-45975,CHEMBL2010601,NA,NA,NA,CFTR,Cystic fibrosis transmembrane conductance regulator positive modulator
ixabepilone,LSM-43293,CHEMBL1201752,DB04845,6445540,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,TUBA1A,Tubulin inhibitor
ixabepilone,LSM-43293,CHEMBL1201752,DB04845,6445540,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,TUBA1B,Tubulin inhibitor
ixabepilone,LSM-43293,CHEMBL1201752,DB04845,6445540,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,TUBA1C,Tubulin inhibitor
ixabepilone,LSM-43293,CHEMBL1201752,DB04845,6445540,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,TUBA3C,Tubulin inhibitor
ixabepilone,LSM-43293,CHEMBL1201752,DB04845,6445540,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,TUBA3E,Tubulin inhibitor
ixabepilone,LSM-43293,CHEMBL1201752,DB04845,6445540,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,TUBA4A,Tubulin inhibitor
ixabepilone,LSM-43293,CHEMBL1201752,DB04845,6445540,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,TUBB,Tubulin inhibitor
ixabepilone,LSM-43293,CHEMBL1201752,DB04845,6445540,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,TUBB1,Tubulin inhibitor
ixabepilone,LSM-43293,CHEMBL1201752,DB04845,6445540,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,TUBB2A,Tubulin inhibitor
ixabepilone,LSM-43293,CHEMBL1201752,DB04845,6445540,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,TUBB2B,Tubulin inhibitor
ixabepilone,LSM-43293,CHEMBL1201752,DB04845,6445540,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,TUBB3,Tubulin inhibitor
ixabepilone,LSM-43293,CHEMBL1201752,DB04845,6445540,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,TUBB4A,Tubulin inhibitor
ixabepilone,LSM-43293,CHEMBL1201752,DB04845,6445540,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,TUBB4B,Tubulin inhibitor
ixabepilone,LSM-43293,CHEMBL1201752,DB04845,6445540,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,TUBB6,Tubulin inhibitor
ixabepilone,LSM-43293,CHEMBL1201752,DB04845,6445540,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,TUBB8,Tubulin inhibitor
jnj-38877605,LSM-1157,CHEMBL2133806,DB13113,46911863,CN1C=C(C=N1)C2=NN3C(=NN=C3C(C4=CC5=C(C=C4)N=CC=C5)(F)F)C=C2,MET,Hepatocyte growth factor receptor inhibitor
kanamycin,LSM-5261,CHEMBL1384,DB01172,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,rplA,Bacterial 70S ribosome inhibitor
kanamycin,LSM-5261,CHEMBL1384,DB01172,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,rplB,Bacterial 70S ribosome inhibitor
kanamycin,LSM-5261,CHEMBL1384,DB01172,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,rplC,Bacterial 70S ribosome inhibitor
kanamycin,LSM-5261,CHEMBL1384,DB01172,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,rplD,Bacterial 70S ribosome inhibitor
kanamycin,LSM-5261,CHEMBL1384,DB01172,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,rplE,Bacterial 70S ribosome inhibitor
kanamycin,LSM-5261,CHEMBL1384,DB01172,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,rplF,Bacterial 70S ribosome inhibitor
kanamycin,LSM-5261,CHEMBL1384,DB01172,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,rplJ,Bacterial 70S ribosome inhibitor
kanamycin,LSM-5261,CHEMBL1384,DB01172,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,rplK,Bacterial 70S ribosome inhibitor
kanamycin,LSM-5261,CHEMBL1384,DB01172,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,rplL,Bacterial 70S ribosome inhibitor
kanamycin,LSM-5261,CHEMBL1384,DB01172,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,rplM,Bacterial 70S ribosome inhibitor
kanamycin,LSM-5261,CHEMBL1384,DB01172,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,rplN,Bacterial 70S ribosome inhibitor
kanamycin,LSM-5261,CHEMBL1384,DB01172,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,rplO,Bacterial 70S ribosome inhibitor
kanamycin,LSM-5261,CHEMBL1384,DB01172,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,rplP,Bacterial 70S ribosome inhibitor
kanamycin,LSM-5261,CHEMBL1384,DB01172,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,rplQ,Bacterial 70S ribosome inhibitor
kanamycin,LSM-5261,CHEMBL1384,DB01172,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,rplR,Bacterial 70S ribosome inhibitor
kanamycin,LSM-5261,CHEMBL1384,DB01172,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,rplS,Bacterial 70S ribosome inhibitor
kanamycin,LSM-5261,CHEMBL1384,DB01172,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,rplT,Bacterial 70S ribosome inhibitor
kanamycin,LSM-5261,CHEMBL1384,DB01172,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,rplU,Bacterial 70S ribosome inhibitor
kanamycin,LSM-5261,CHEMBL1384,DB01172,6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,rplV,Bacterial 70S ribosome inhibitor
