DrugName,DrugID_ChEMBL,DrugID_DrugBank,DrugSMILES,TargetGeneSymbol_Entrez,TargetID_Entrez
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,ADRA1A,148
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,GABRA2,2555
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,GABRQ,55879
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,GABRG1,2565
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,GABRA1,2554
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,GABRA3,2556
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,GABRA5,2558
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CCKBR,887
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,GABRB1,2560
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CYP2C19,1557
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,TSPO,706
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,GABRP,2568
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,GABRG2,2566
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,GABRG3,2567
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,GABRR3,200959
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,GABRB2,2561
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,G6PD,2539
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,GABRE,2564
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,GABRB3,2562
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,GABRR2,2570
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,GABRA6,2559
diazepam,CHEMBL12,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,GABRA4,2557
diazepinomicin,CHEMBL550961,DB12420,CC(=CCC/C(=C/CC/C(=C/CN1C2=CC(=CC(=C2NC3=C(C1=O)C=CC=C3O)O)O)/C)/C)C,TSPO,706
diaziquone,CHEMBL36016,NA,CCOC(=O)NC1=C(C(=O)C(=C(C1=O)N2CC2)NC(=O)OCC)N3CC3,CDKN1A,1026
diaziquone,CHEMBL36016,NA,CCOC(=O)NC1=C(C(=O)C(=C(C1=O)N2CC2)NC(=O)OCC)N3CC3,CSF2,1437
diazoxide,CHEMBL181,DB01119,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,CYP7B1,9420
diazoxide,CHEMBL181,DB01119,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,SLC12A3,6559
diazoxide,CHEMBL181,DB01119,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,LPL,4023
diazoxide,CHEMBL181,DB01119,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,NOS2,4843
diazoxide,CHEMBL181,DB01119,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,NT5E,4907
diazoxide,CHEMBL181,DB01119,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,KCNJ8,3764
diazoxide,CHEMBL181,DB01119,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,CCK,885
diazoxide,CHEMBL181,DB01119,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,KCNJ11,3767
diazoxide,CHEMBL181,DB01119,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,ENUR1,2031
diazoxide,CHEMBL181,DB01119,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,GUCY2F,2986
diazoxide,CHEMBL181,DB01119,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,SNAP25,6616
dibucaine,CHEMBL1086,DB00527,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,SCN10A,6336
dibucaine,CHEMBL1086,DB00527,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,SCN5A,6331
dibucaine,CHEMBL1086,DB00527,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,MYO9B,4650
dibucaine hydrochloride,CHEMBL1200612,NA,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC.Cl,SCN10A,6336
dibucaine hydrochloride,CHEMBL1200612,NA,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC.Cl,SCN5A,6331
dibutyl phthalate,CHEMBL272485,NA,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,TRPA1,8989
dichlorphenamide,CHEMBL17,DB01144,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,CA1,759
dichlorphenamide,CHEMBL17,DB01144,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,CA2,760
dichlorphenamide,CHEMBL17,DB01144,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,CA4,762
dichlorphenamide,CHEMBL17,DB01144,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,CA12,771
diclofenac,CHEMBL139,DB00586,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,DDIT3,1649
diclofenac,CHEMBL139,DB00586,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,MPO,4353
diclofenac,CHEMBL139,DB00586,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,GGT1,2678
diclofenac,CHEMBL139,DB00586,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,CCL17,6361
diclofenac,CHEMBL139,DB00586,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,PTGS1,5742
diclofenac,CHEMBL139,DB00586,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,CPT2,1376
diclofenac,CHEMBL139,DB00586,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,PRL,5617
diclofenac,CHEMBL139,DB00586,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,UGT1A6,54578
diclofenac,CHEMBL139,DB00586,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,ANPEP,290
diclofenac,CHEMBL139,DB00586,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,GDF15,9518
diclofenac,CHEMBL139,DB00586,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,PPARG,5468
diclofenac,CHEMBL139,DB00586,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,PTGS2,5743
diclofenac,CHEMBL139,DB00586,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,ASIC3,9311
diclofenac,CHEMBL139,DB00586,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,UGT1A10,54575
diclofenac epolamine,CHEMBL1201180,NA,C1CCN(C1)CCO.C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,PTGS2,5743
diclofenac epolamine,CHEMBL1201180,NA,C1CCN(C1)CCO.C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,PTGS1,5742
diclofenac potassium,CHEMBL1200804,NA,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[K+],PTGS1,5742
diclofenac potassium,CHEMBL1200804,NA,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[K+],PTGS2,5743
diclofenac sodium,CHEMBL1034,NA,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],PTGS2,5743
diclofenac sodium,CHEMBL1034,NA,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],PTGS1,5742
dicloxacillin,CHEMBL893,DB00485,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,ENUR1,2031
dicloxacillin,CHEMBL893,DB00485,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,SLC29A1,2030
dicloxacillin,CHEMBL893,DB00485,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,GUCY2F,2986
dicumarol,CHEMBL1466,DB00266,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,VKORC1,79001
dicumarol,CHEMBL1466,DB00266,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,GSTM1,2944
dicumarol,CHEMBL1466,DB00266,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,NQO1,1728
dicumarol,CHEMBL1466,DB00266,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,NFE2L2,4780
dicumarol,CHEMBL1466,DB00266,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,CDKN1A,1026
dicyclomine,CHEMBL1123,DB00804,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,CHRM1,1128
dicyclomine,CHEMBL1123,DB00804,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,CHRM3,1131
dicyclomine,CHEMBL1123,DB00804,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,CHRM2,1129
dicyclomine hydrochloride,CHEMBL1200479,NA,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2.Cl,CHRM3,1131
dicyclomine hydrochloride,CHEMBL1200479,NA,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2.Cl,CHRM1,1128
didanosine,CHEMBL1460,DB00900,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2NC=NC3=O,ADK,132
didanosine,CHEMBL1460,DB00900,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2NC=NC3=O,BDNF,627
didanosine,CHEMBL1460,DB00900,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2NC=NC3=O,TNF,7124
didanosine,CHEMBL1460,DB00900,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2NC=NC3=O,TNFRSF1B,7133
didanosine,CHEMBL1460,DB00900,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2NC=NC3=O,IL2RA,3559
didemnin b,CHEMBL2304286,NA,CC[C@H](C)[C@@H]1[C@H](CC(=O)O[C@H](C(=O)[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]3CCCN3C(=O)C(C)O)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O,IL2,3558
dienestrol,CHEMBL1018,DB00890,C/C=C(/C(=C/C)/C1=CC=C(C=C1)O)\C2=CC=C(C=C2)O,ESR1,2099
dienogest,CHEMBL1201864,DB09123,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CC#N)O,PGR,5241
dienogest,CHEMBL1201864,DB09123,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CC#N)O,ESR1,2099
diethylcarbamazine,CHEMBL684,DB00711,CCN(CC)C(=O)N1CCN(CC1)C,ALOX5,240
diethylpropion,CHEMBL1194666,DB00937,CCN(CC)C(C)C(=O)C1=CC=CC=C1,SLC6A2,6530
diethylpropion,CHEMBL1194666,DB00937,CCN(CC)C(C)C(=O)C1=CC=CC=C1,SLC6A3,6531
diethylpropion,CHEMBL1194666,DB00937,CCN(CC)C(C)C(=O)C1=CC=CC=C1,TTK,7272
diethylpropion hydrochloride,CHEMBL1693,NA,CCN(CC)C(C)C(=O)C1=CC=CC=C1.Cl,SLC6A3,6531
diethylpropion hydrochloride,CHEMBL1693,NA,CCN(CC)C(C)C(=O)C1=CC=CC=C1.Cl,NAT1,9
diethylstilbestrol,CHEMBL411,DB00255,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,AMH,268
diethylstilbestrol,CHEMBL411,DB00255,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,E2F1,1869
diethylstilbestrol,CHEMBL411,DB00255,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,BCL2,596
diethylstilbestrol,CHEMBL411,DB00255,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,NPPC,4880
diethylstilbestrol,CHEMBL411,DB00255,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,ESRRG,2104
diethylstilbestrol,CHEMBL411,DB00255,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,WNT7A,7476
diethylstilbestrol,CHEMBL411,DB00255,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,ESR1,2099
diethylstilbestrol,CHEMBL411,DB00255,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,BDNF,627
diethylstilbestrol,CHEMBL411,DB00255,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,DNMT1,1786
diethylstilbestrol,CHEMBL411,DB00255,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,PTGES3,10728
diethylstilbestrol,CHEMBL411,DB00255,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,MYC,4609
diethylstilbestrol,CHEMBL411,DB00255,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,HRAS,3265
diethylstilbestrol,CHEMBL411,DB00255,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,TP53,7157
diethylstilbestrol,CHEMBL411,DB00255,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,CP,1356
diethylstilbestrol,CHEMBL411,DB00255,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,LPO,4025
diethylstilbestrol,CHEMBL411,DB00255,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,CYP1A2,1544
diethylstilbestrol,CHEMBL411,DB00255,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,ERBB2,2064
diethylstilbestrol,CHEMBL411,DB00255,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,ESRRB,2103
diethylstilbestrol diphosphate,CHEMBL1200598,NA,CC/C(=C(/CC)\C1=CC=C(C=C1)OP(=O)(O)O)/C2=CC=C(C=C2)OP(=O)(O)O,IL2,3558
diethylstilbestrol diphosphate,CHEMBL1200598,NA,CC/C(=C(/CC)\C1=CC=C(C=C1)OP(=O)(O)O)/C2=CC=C(C=C2)OP(=O)(O)O,ESR1,2099
diethylstilbestrol diphosphate,CHEMBL1200598,NA,CC/C(=C(/CC)\C1=CC=C(C=C1)OP(=O)(O)O)/C2=CC=C(C=C2)OP(=O)(O)O,ESR2,2100
difenoxin hydrochloride,CHEMBL1200599,NA,C1CN(CCC1(C2=CC=CC=C2)C(=O)O)CCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4.Cl,OPRM1,4988
diflorasone,CHEMBL1201380,DB00223,C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F,NR3C1,2908
diflorasone,CHEMBL1201380,DB00223,C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F,ANXA1,301
diflorasone,CHEMBL1201380,DB00223,C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F,PLA2G1B,5319
diflorasone diacetate,CHEMBL1200545,NA,C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,NR3C1,2908
diflunisal,CHEMBL898,DB00861,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,PTGS1,5742
diflunisal,CHEMBL898,DB00861,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,PTGS2,5743
difluprednate,CHEMBL1201749,DB06781,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C(=O)COC(=O)C,NR3C1,2908
digeranyl bisphosphonate,CHEMBL258994,NA,CC(=CCC/C(=C/CC(P(=O)(O)O)(P(=O)(O)O)C/C=C(/CCC=C(C)C)\C)/C)C,GGPS1,9453
digitoxin,CHEMBL254219,DB01396,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,ATP1A1,476
digitoxin,CHEMBL254219,DB01396,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,FXYD2,486
digitoxin,CHEMBL254219,DB01396,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,ATP1A2,477
digitoxin,CHEMBL254219,DB01396,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,ATP1B2,482
digitoxin,CHEMBL254219,DB01396,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,ATP1A4,480
digitoxin,CHEMBL254219,DB01396,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,ATP1B3,483
digitoxin,CHEMBL254219,DB01396,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,ATP1A3,478
digitoxin,CHEMBL254219,DB01396,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,ATP1B1,481
digoxin,CHEMBL1751,DB00390,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,FXYD2,486
digoxin,CHEMBL1751,DB00390,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,ATP1A1,476
digoxin,CHEMBL1751,DB00390,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,ATP1A3,478
digoxin,CHEMBL1751,DB00390,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,ABCB1,5243
digoxin,CHEMBL1751,DB00390,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,CTGF,1490
digoxin,CHEMBL1751,DB00390,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,CST3,1471
digoxin,CHEMBL1751,DB00390,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,TSHB,7252
digoxin,CHEMBL1751,DB00390,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,ATP1B2,482
digoxin,CHEMBL1751,DB00390,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,ATP1B1,481
digoxin,CHEMBL1751,DB00390,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,ATP1B3,483
digoxin,CHEMBL1751,DB00390,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,ATP1A4,480
digoxin,CHEMBL1751,DB00390,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,SLCO4C1,353189
digoxin,CHEMBL1751,DB00390,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,TAC1,6863
