DrugName,DrugID_ChEMBL,DrugID_DrugBank,DrugSMILES,TargetName,Accession,TargetGeneSymbol_Entrez,Swissprot,Organism
hydrocortisone valerate,CHEMBL1200562,NA,CCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)CO,Glucocorticoid receptor,P04150,NR3C1,GCR_HUMAN,Homo sapiens
hydroflumethiazide,CHEMBL1763,DB00774,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F,Solute carrier family 12 member 3,P55017,SLC12A3,S12A3_HUMAN,Homo sapiens
hydromorphone,CHEMBL398707,DB00327,CN1CC[C@@]23[C@H]4OC5=C2C(C[C@@H]1[C@@H]3CCC4=O)=CC=C5O,Kappa-type opioid receptor,P41145,OPRK1,OPRK_HUMAN,Homo sapiens
hydromorphone,CHEMBL398707,DB00327,CN1CC[C@@]23[C@H]4OC5=C2C(C[C@@H]1[C@@H]3CCC4=O)=CC=C5O,Delta-type opioid receptor,P41143,OPRD1,OPRD_HUMAN,Homo sapiens
hydromorphone,CHEMBL398707,DB00327,CN1CC[C@@]23[C@H]4OC5=C2C(C[C@@H]1[C@@H]3CCC4=O)=CC=C5O,Mu-type opioid receptor,P35372,OPRM1,OPRM_HUMAN,Homo sapiens
hydroquinidine,CHEMBL1906890,NA,CC[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12,Potassium voltage-gated channel subfamily H member 2,Q12809,KCNH2,KCNH2_HUMAN,Homo sapiens
hydroquinidine,CHEMBL1906890,NA,CC[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12,Sodium channel subunit beta-4,Q8IWT1,SCN4B,SCN4B_HUMAN,Homo sapiens
hydroquinidine,CHEMBL1906890,NA,CC[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12,Sodium channel subunit beta-3,Q9NY72,SCN3B,SCN3B_HUMAN,Homo sapiens
hydroquinidine,CHEMBL1906890,NA,CC[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12,Sodium channel subunit beta-2,O60939,SCN2B,SCN2B_HUMAN,Homo sapiens
hydroquinidine,CHEMBL1906890,NA,CC[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12,Sodium channel subunit beta-1,Q07699,SCN1B,SCN1B_HUMAN,Homo sapiens
hydroquinidine,CHEMBL1906890,NA,CC[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12,Sodium channel protein type 5 subunit alpha,Q14524,SCN5A,SCN5A_HUMAN,Homo sapiens
hydroquinone,CHEMBL537,DB09526,OC1=CC=C(O)C=C1,Carbonic anhydrase 14,Q9ULX7,CA14,CAH14_HUMAN,Homo sapiens
hydroquinone,CHEMBL537,DB09526,OC1=CC=C(O)C=C1,Carbonic anhydrase 4,P22748,CA4,CAH4_HUMAN,Homo sapiens
hydroquinone,CHEMBL537,DB09526,OC1=CC=C(O)C=C1,Carbonic anhydrase 1,P00915,CA1,CAH1_HUMAN,Homo sapiens
hydroquinone,CHEMBL537,DB09526,OC1=CC=C(O)C=C1,Carbonic anhydrase 5A mitochondrial,P35218,CA5A,CAH5A_HUMAN,Homo sapiens
hydroquinone,CHEMBL537,DB09526,OC1=CC=C(O)C=C1,Carbonic anhydrase 9,Q16790,CA9,CAH9_HUMAN,Homo sapiens
hydroquinone,CHEMBL537,DB09526,OC1=CC=C(O)C=C1,Carbonic anhydrase 12,O43570,CA12,CAH12_HUMAN,Homo sapiens
hydroquinone,CHEMBL537,DB09526,OC1=CC=C(O)C=C1,Carbonic anhydrase 5B mitochondrial,Q9Y2D0,CA5B,CAH5B_HUMAN,Homo sapiens
hydroquinone,CHEMBL537,DB09526,OC1=CC=C(O)C=C1,Carbonic anhydrase 3,P07451,CA3,CAH3_HUMAN,Homo sapiens
hydroquinone,CHEMBL537,DB09526,OC1=CC=C(O)C=C1,Carbonic anhydrase 2,P00918,CA2,CAH2_HUMAN,Homo sapiens
hydroxyamfetamine,CHEMBL1546,DB09352,CC(N)CC1=CC=C(O)C=C1,Trace amine-associated receptor 1,Q96RJ0,TAAR1,TAAR1_HUMAN,Homo sapiens
hydroxyamfetamine,CHEMBL1546,DB09352,CC(N)CC1=CC=C(O)C=C1,Beta-secretase 1,P56817,BACE1,BACE1_HUMAN,Homo sapiens
hydroxycarbamide,CHEMBL467,DB01005,NC(=O)NO,Carbonic anhydrase 5A mitochondrial,P35218,CA5A,CAH5A_HUMAN,Homo sapiens
hydroxycarbamide,CHEMBL467,DB01005,NC(=O)NO,Carbonic anhydrase 9,Q16790,CA9,CAH9_HUMAN,Homo sapiens
hydroxycarbamide,CHEMBL467,DB01005,NC(=O)NO,Carbonic anhydrase 2,P00918,CA2,CAH2_HUMAN,Homo sapiens
hydroxycarbamide,CHEMBL467,DB01005,NC(=O)NO,Ribonucleoside-diphosphate reductase subunit M2,P31350,RRM2,RIR2_HUMAN,Homo sapiens
hydroxycarbamide,CHEMBL467,DB01005,NC(=O)NO,Ribonucleoside-diphosphate reductase large subunit,P23921,RRM1,RIR1_HUMAN,Homo sapiens
hydroxychloroquine,CHEMBL1535,DB01611,CCN(CCO)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,Muscarinic acetylcholine receptor M2,P08172,CHRM2,ACM2_HUMAN,Homo sapiens
hydroxychloroquine,CHEMBL1535,DB01611,CCN(CCO)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,Alpha-1D adrenergic receptor,P25100,ADRA1D,ADA1D_HUMAN,Homo sapiens
hydroxychloroquine,CHEMBL1535,DB01611,CCN(CCO)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,Hemoglobin subunit alpha,P69905,HBA1,HBA_HUMAN,Homo sapiens
hydroxychloroquine,CHEMBL1535,DB01611,CCN(CCO)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,Potassium voltage-gated channel subfamily H member 2,Q12809,KCNH2,KCNH2_HUMAN,Homo sapiens
hydroxychloroquine,CHEMBL1535,DB01611,CCN(CCO)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,Toll-like receptor 7,Q9NYK1,TLR7,TLR7_HUMAN,Homo sapiens
hydroxychloroquine,CHEMBL1535,DB01611,CCN(CCO)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,Toll-like receptor 9,Q9NR96,TLR9,TLR9_HUMAN,Homo sapiens
hydroxyprogesterone caproate,CHEMBL1062,DB06789,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,Progesterone receptor,P06401,PGR,PRGR_HUMAN,Homo sapiens
hydroxyprogesterone caproate,CHEMBL1062,DB06789,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,Glucocorticoid receptor,P04150,NR3C1,GCR_HUMAN,Homo sapiens
hydroxyprogesterone caproate,CHEMBL1062,DB06789,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,Sodium-dependent dopamine transporter,Q01959,SLC6A3,SC6A3_HUMAN,Homo sapiens
hydroxyprogesterone caproate,CHEMBL1062,DB06789,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,Adenosine receptor A3,P0DMS8,ADORA3,AA3R_HUMAN,Homo sapiens
hydroxyprogesterone caproate,CHEMBL1062,DB06789,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,Mitogen-activated protein kinase 3,P27361,MAPK3,MK03_HUMAN,Homo sapiens
hydroxyprogesterone caproate,CHEMBL1062,DB06789,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,Sex hormone-binding globulin,P04278,SHBG,SHBG_HUMAN,Homo sapiens
hydroxyprogesterone caproate,CHEMBL1062,DB06789,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,Corticosteroid-binding globulin,P08185,SERPINA6,CBG_HUMAN,Homo sapiens
hydroxyzine,CHEMBL896,DB00557,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,Histamine H1 receptor,P35367,HRH1,HRH1_HUMAN,Homo sapiens
hydroxyzine,CHEMBL896,DB00557,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,Cytochrome P450 2D6,P10635,CYP2D6,CP2D6_HUMAN,Homo sapiens
hymecromone,CHEMBL12208,DB07118,CC1=CC(=O)OC2=C1C=CC(O)=C2,Carbonic anhydrase 12,O43570,CA12,CAH12_HUMAN,Homo sapiens
hymecromone,CHEMBL12208,DB07118,CC1=CC(=O)OC2=C1C=CC(O)=C2,Carbonic anhydrase 9,Q16790,CA9,CAH9_HUMAN,Homo sapiens
hymecromone,CHEMBL12208,DB07118,CC1=CC(=O)OC2=C1C=CC(O)=C2,Amine oxidase [flavin-containing] B,P27338,MAOB,AOFB_HUMAN,Homo sapiens
hymecromone,CHEMBL12208,DB07118,CC1=CC(=O)OC2=C1C=CC(O)=C2,Testosterone 17-beta-dehydrogenase 3,P37058,HSD17B3,DHB3_HUMAN,Homo sapiens
hymecromone,CHEMBL12208,DB07118,CC1=CC(=O)OC2=C1C=CC(O)=C2,Aldose reductase,P15121,AKR1B1,ALDR_HUMAN,Homo sapiens
hyoscyamine,CHEMBL1234973,DB00424,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,Muscarinic acetylcholine receptor M3,P20309,CHRM3,ACM3_HUMAN,Homo sapiens
hyoscyamine,CHEMBL1234973,DB00424,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,Muscarinic acetylcholine receptor M2,P08172,CHRM2,ACM2_HUMAN,Homo sapiens
hyoscyamine,CHEMBL1234973,DB00424,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,Muscarinic acetylcholine receptor M1,P11229,CHRM1,ACM1_HUMAN,Homo sapiens
hyoscyamine,CHEMBL1234973,DB00424,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,Muscarinic acetylcholine receptor M5,P08912,CHRM5,ACM5_HUMAN,Homo sapiens
hyoscyamine,CHEMBL1234973,DB00424,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,Muscarinic acetylcholine receptor M4,P08173,CHRM4,ACM4_HUMAN,Homo sapiens
ibandronic acid,CHEMBL997,DB00710,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,Farnesyl pyrophosphate synthase,P14324,FDPS,FPPS_HUMAN,Homo sapiens
ibandronic acid,CHEMBL997,DB00710,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,Geranylgeranyl pyrophosphate synthase,O95749,GGPS1,GGPPS_HUMAN,Homo sapiens
ibritumomab tiuxetan,CHEMBL1201606,NA,NA,B-lymphocyte antigen CD20,P11836,MS4A1,CD20_HUMAN,Homo sapiens
ibrutinib,CHEMBL1873475,DB09053,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C,Tyrosine-protein kinase BTK,Q06187,BTK,BTK_HUMAN,Homo sapiens
ibrutinib,CHEMBL1873475,DB09053,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C,Tyrosine-protein kinase Lck,P06239,LCK,LCK_HUMAN,Homo sapiens
ibrutinib,CHEMBL1873475,DB09053,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C,Tyrosine-protein kinase Lyn,P07948,LYN,LYN_HUMAN,Homo sapiens
ibrutinib,CHEMBL1873475,DB09053,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C,Tyrosine-protein kinase ITK/TSK,Q08881,ITK,ITK_HUMAN,Homo sapiens
ibrutinib,CHEMBL1873475,DB09053,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C,Epidermal growth factor receptor,P00533,EGFR,EGFR_HUMAN,Homo sapiens
ibrutinib,CHEMBL1873475,DB09053,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C,Cytoplasmic tyrosine-protein kinase BMX,P51813,BMX,BMX_HUMAN,Homo sapiens
ibrutinib,CHEMBL1873475,DB09053,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C,Tyrosine-protein kinase Blk,P51451,BLK,BLK_HUMAN,Homo sapiens
ibrutinib,CHEMBL1873475,DB09053,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C,Proto-oncogene tyrosine-protein kinase receptor Ret,P07949,RET,RET_HUMAN,Homo sapiens
ibrutinib,CHEMBL1873475,DB09053,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C,Fibroblast growth factor receptor 2,P21802,FGFR2,FGFR2_HUMAN,Homo sapiens
ibudilast,CHEMBL19449,DB05266,CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C,cAMP-specific 3'5'-cyclic phosphodiesterase 4D,Q08499,PDE4D,PDE4D_HUMAN,Homo sapiens
ibudilast,CHEMBL19449,DB05266,CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C,cAMP-specific 3'5'-cyclic phosphodiesterase 4A,P27815,PDE4A,PDE4A_HUMAN,Homo sapiens
ibudilast,CHEMBL19449,DB05266,CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C,cAMP-specific 3'5'-cyclic phosphodiesterase 4C,Q08493,PDE4C,PDE4C_HUMAN,Homo sapiens
ibudilast,CHEMBL19449,DB05266,CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C,cAMP-specific 3'5'-cyclic phosphodiesterase 4B,Q07343,PDE4B,PDE4B_HUMAN,Homo sapiens
ibuprofen,CHEMBL521,DB01050,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,Peroxisome proliferator-activated receptor gamma,P37231,PPARG,PPARG_HUMAN,Homo sapiens
ibuprofen,CHEMBL521,DB01050,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,Aldo-keto reductase family 1 member C3,P42330,AKR1C3,AK1C3_HUMAN,Homo sapiens
ibuprofen,CHEMBL521,DB01050,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,Prostaglandin G/H synthase 1,P23219,PTGS1,PGH1_HUMAN,Homo sapiens
ibuprofen,CHEMBL521,DB01050,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,Prostaglandin G/H synthase 2,P35354,PTGS2,PGH2_HUMAN,Homo sapiens
ibuprofen,CHEMBL521,DB01050,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,Cytochrome P450 2C9,P11712,CYP2C9,CP2C9_HUMAN,Homo sapiens
ibuprofen,CHEMBL521,DB01050,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,Arachidonate 5-lipoxygenase,P09917,ALOX5,LOX5_HUMAN,Homo sapiens
ibuprofen,CHEMBL521,DB01050,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,Sodium-coupled monocarboxylate transporter 1,Q8N695,SLC5A8,SC5A8_HUMAN,Homo sapiens
ibuprofen,CHEMBL521,DB01050,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,Interleukin-8,P10145,CXCL8,IL8_HUMAN,Homo sapiens
ibutilide,CHEMBL533,DB00308,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,Potassium voltage-gated channel subfamily H member 2,Q12809,KCNH2,KCNH2_HUMAN,Homo sapiens
icatibant,CHEMBL2028850,DB06196,N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](CC1=CC=CS1)C(=O)N[C@@H](CO)C(=O)N1CC2=C(C[C@@H]1C(=O)N1[C@H]3CCCC[C@H]3C[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(O)=O)C=CC=C2,B1 bradykinin receptor,P46663,BDKRB1,BKRB1_HUMAN,Homo sapiens
icatibant,CHEMBL2028850,DB06196,N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](CC1=CC=CS1)C(=O)N[C@@H](CO)C(=O)N1CC2=C(C[C@@H]1C(=O)N1[C@H]3CCCC[C@H]3C[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(O)=O)C=CC=C2,B2 bradykinin receptor,P30411,BDKRB2,BKRB2_HUMAN,Homo sapiens
iclaprim,CHEMBL134561,NA,COC1=CC(CC2=CN=C(N)N=C2N)=C2C=CC(OC2=C1OC)C1CC1,Dihydrofolate reductase,P00374,DHFR,DYR_HUMAN,Homo sapiens
icosapent ethyl,CHEMBL2095209,DB08887,CCOC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,Diacylglycerol O-acyltransferase 1,O75907,DGAT1,DGAT1_HUMAN,Homo sapiens
icotinib,CHEMBL2087361,DB11737,C#CC1=CC=CC(NC2=NC=NC3=C2C=C2OCCOCCOCCOC2=C3)=C1,Epidermal growth factor receptor,P00533,EGFR,EGFR_HUMAN,Homo sapiens
idarubicin,CHEMBL1117,DB01177,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=CC=CC=C1C3=O)C(C)=O,DNA topoisomerase 2-alpha,P11388,TOP2A,TOP2A_HUMAN,Homo sapiens
idarubicin,CHEMBL1117,DB01177,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=CC=CC=C1C3=O)C(C)=O,Multidrug resistance-associated protein 1,P33527,ABCC1,MRP1_HUMAN,Homo sapiens
idarubicin,CHEMBL1117,DB01177,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=CC=CC=C1C3=O)C(C)=O,Multidrug resistance protein 1,P08183,ABCB1,MDR1_HUMAN,Homo sapiens
idebenone,CHEMBL252556,NA,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,Cytochrome P450 3A4,P08684,CYP3A4,CP3A4_HUMAN,Homo sapiens
idebenone,CHEMBL252556,NA,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,Cytochrome P450 2D6,P10635,CYP2D6,CP2D6_HUMAN,Homo sapiens
idebenone,CHEMBL252556,NA,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,Cytochrome P450 2C9,P11712,CYP2C9,CP2C9_HUMAN,Homo sapiens
idebenone,CHEMBL252556,NA,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,Cytochrome P450 2C19,P33261,CYP2C19,CP2CJ_HUMAN,Homo sapiens
idelalisib,CHEMBL2216870,DB09054,CC[C@H](NC1=NC=NC2=C1NC=N2)C1=NC2=C(C(F)=CC=C2)C(=O)N1C1=CC=CC=C1,Phosphatidylinositol 45-bisphosphate 3-kinase catalytic subunit delta isoform,O00329,PIK3CD,PK3CD_HUMAN,Homo sapiens
idelalisib,CHEMBL2216870,DB09054,CC[C@H](NC1=NC=NC2=C1NC=N2)C1=NC2=C(C(F)=CC=C2)C(=O)N1C1=CC=CC=C1,Phosphatidylinositol 45-bisphosphate 3-kinase catalytic subunit gamma isoform,P48736,PIK3CG,PK3CG_HUMAN,Homo sapiens
idelalisib,CHEMBL2216870,DB09054,CC[C@H](NC1=NC=NC2=C1NC=N2)C1=NC2=C(C(F)=CC=C2)C(=O)N1C1=CC=CC=C1,Phosphatidylinositol 45-bisphosphate 3-kinase catalytic subunit beta isoform,P42338,PIK3CB,PK3CB_HUMAN,Homo sapiens
idelalisib,CHEMBL2216870,DB09054,CC[C@H](NC1=NC=NC2=C1NC=N2)C1=NC2=C(C(F)=CC=C2)C(=O)N1C1=CC=CC=C1,Phosphatidylinositol 45-bisphosphate 3-kinase catalytic subunit alpha isoform,P42336,PIK3CA,PK3CA_HUMAN,Homo sapiens
idelalisib,CHEMBL2216870,DB09054,CC[C@H](NC1=NC=NC2=C1NC=N2)C1=NC2=C(C(F)=CC=C2)C(=O)N1C1=CC=CC=C1,DNA-dependent protein kinase catalytic subunit,P78527,PRKDC,PRKDC_HUMAN,Homo sapiens
idoxuridine,CHEMBL788,DB00249,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O,Thymidine kinase cytosolic,P04183,TK1,KITH_HUMAN,Homo sapiens
ifenprodil,CHEMBL305187,DB08954,CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1,Glutamate NMDA receptor; GRIN1/GRIN2B,Q05586,GRIN1,NMDE2_HUMAN,Homo sapiens
ifenprodil,CHEMBL305187,DB08954,CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1,Glutamate NMDA receptor; GRIN1/GRIN2B,Q13224,GRIN2B,NMDZ1_HUMAN,Homo sapiens
ifenprodil,CHEMBL305187,DB08954,CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1,Histamine H1 receptor,P35367,HRH1,HRH1_HUMAN,Homo sapiens
ifenprodil,CHEMBL305187,DB08954,CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1,Sigma non-opioid intracellular receptor 1,Q99720,SIGMAR1,SGMR1_HUMAN,Homo sapiens
ifenprodil,CHEMBL305187,DB08954,CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1,Potassium voltage-gated channel subfamily H member 2,Q12809,KCNH2,KCNH2_HUMAN,Homo sapiens
ilaprazole,CHEMBL2106370,DB11964,COC1=CC=NC(CS(=O)C2=NC3=C(N2)C=CC(=C3)N2C=CC=C2)=C1C,Potassium-transporting ATPase,P20648,ATP4A,ATP4A_HUMAN,Homo sapiens
ilaprazole,CHEMBL2106370,DB11964,COC1=CC=NC(CS(=O)C2=NC3=C(N2)C=CC(=C3)N2C=CC=C2)=C1C,Potassium-transporting ATPase,P51164,ATP4B,ATP4B_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,Muscarinic acetylcholine receptor M1,P11229,CHRM1,ACM1_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,Muscarinic acetylcholine receptor M4,P08173,CHRM4,ACM4_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,Muscarinic acetylcholine receptor M2,P08172,CHRM2,ACM2_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,5-hydroxytryptamine receptor 2A,P28223,HTR2A,5HT2A_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,D(2) dopamine receptor,P14416,DRD2,DRD2_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,D(4) dopamine receptor,P21917,DRD4,DRD4_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,Sodium-dependent dopamine transporter,Q01959,SLC6A3,SC6A3_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,Alpha-2C adrenergic receptor,P18825,ADRA2C,ADA2C_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,5-hydroxytryptamine receptor 1D,P28221,HTR1D,5HT1D_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,5-hydroxytryptamine receptor 1B,P28222,HTR1B,5HT1B_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,Histamine H1 receptor,P35367,HRH1,HRH1_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,D(1B) dopamine receptor,P21918,DRD5,DRD5_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,D(3) dopamine receptor,P35462,DRD3,DRD3_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,Alpha-2B adrenergic receptor,P18089,ADRA2B,ADA2B_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,Alpha-1A adrenergic receptor,P35348,ADRA1A,ADA1A_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,5-hydroxytryptamine receptor 7,P34969,HTR7,5HT7R_HUMAN,Homo sapiens
